anio,municipio,temporada,mes,nomcultivo,sembrada
2018,Balancán,Seca,Marzo,Tomate rojo (jitomate),12
2018,Balancán,Seca,Abril,Caña de azucar,56
2018,Balancán,Seca,Abril,Chile verde,75.5
2018,Balancán,Seca,Abril,Frijol,376
2018,Balancán,Seca,Abril,Maíz grano,7577
2018,Balancán,Seca,Abril,Naranja,10
2018,Balancán,Seca,Abril,Papaya,154
2018,Balancán,Seca,Abril,Sandía,472
2018,Balancán,Seca,Abril,Sorgo grano,4025
2018,Balancán,Seca,Abril,Tomate rojo (jitomate),12
2018,Balancán,Seca,Mayo,Caña de azucar,56
2018,Balancán,Seca,Mayo,Chile verde,75.5
2018,Balancán,Seca,Mayo,Frijol,376
2018,Balancán,Seca,Mayo,Maíz grano,9027
2018,Balancán,Seca,Mayo,Naranja,10
2018,Balancán,Seca,Mayo,Papaya,154
2018,Balancán,Seca,Mayo,Sandía,472
2018,Balancán,Seca,Mayo,Sorgo grano,4025
2018,Balancán,Seca,Mayo,Tomate rojo (jitomate),12
2018,Balancán,Temporal,Junio,Caña de azucar,56
2018,Balancán,Temporal,Junio,Chile verde,86
2018,Balancán,Temporal,Junio,Frijol,376
2018,Balancán,Temporal,Junio,Maíz grano,11688
2018,Balancán,Temporal,Junio,Naranja,10
2018,Balancán,Temporal,Junio,Papaya,154
2018,Balancán,Temporal,Junio,Sandía,557
2018,Balancán,Temporal,Junio,Sorgo grano,4025
2018,Balancán,Temporal,Junio,Tomate rojo (jitomate),14
2018,Balancán,Temporal,Julio,Caña de azucar,56
2018,Balancán,Temporal,Julio,Chile verde,90
2018,Balancán,Temporal,Julio,Frijol,376
2018,Balancán,Temporal,Julio,Maíz grano,15960.5
2018,Balancán,Temporal,Julio,Naranja,10
2018,Balancán,Temporal,Julio,Papaya,154
2018,Balancán,Temporal,Julio,Sandía,664
2018,Balancán,Temporal,Julio,Sorgo grano,4132
2018,Balancán,Temporal,Julio,Tomate rojo (jitomate),18
2018,Balancán,Temporal,Agosto,Caña de azucar,56
2018,Balancán,Temporal,Agosto,Chile verde,99.5
2018,Balancán,Temporal,Agosto,Frijol,376
2018,Balancán,Temporal,Agosto,Maíz grano,19231
2018,Balancán,Temporal,Agosto,Naranja,10
2018,Balancán,Temporal,Agosto,Papaya,154
2018,Balancán,Temporal,Agosto,Sandía,722
2018,Balancán,Temporal,Agosto,Sorgo grano,4132
2018,Balancán,Temporal,Agosto,Tomate rojo (jitomate),21
2018,Balancán,Temporal,Septiembre,Caña de azucar,56
2018,Balancán,Temporal,Septiembre,Chile verde,99.5
2018,Balancán,Temporal,Septiembre,Frijol,376
2018,Balancán,Temporal,Septiembre,Maíz grano,19231
2018,Balancán,Temporal,Septiembre,Naranja,10
2018,Balancán,Temporal,Septiembre,Papaya,154
2018,Balancán,Temporal,Septiembre,Sandía,722
2018,Balancán,Temporal,Septiembre,Sorgo grano,4132
2018,Balancán,Temporal,Septiembre,Tomate rojo (jitomate),21
2018,Balancán,Norte,Octubre,Caña de azucar,56
2018,Balancán,Norte,Octubre,Chile verde,99.5
2018,Balancán,Norte,Octubre,Frijol,376
2018,Balancán,Norte,Octubre,Maíz grano,19231
2018,Balancán,Norte,Octubre,Naranja,10
2018,Balancán,Norte,Octubre,Papaya,154
2018,Balancán,Norte,Octubre,Sandía,722
2018,Balancán,Norte,Octubre,Sorgo grano,4132
2018,Balancán,Norte,Octubre,Tomate rojo (jitomate),21
2018,Balancán,Norte,Noviembre,Caña de azucar,56
2018,Balancán,Norte,Noviembre,Chile verde,99.5
2018,Balancán,Norte,Noviembre,Frijol,376
2018,Balancán,Norte,Noviembre,Maíz grano,19231
2018,Balancán,Norte,Noviembre,Naranja,10
2018,Balancán,Norte,Noviembre,Papaya,154
2018,Balancán,Norte,Noviembre,Sandía,722
2018,Balancán,Norte,Noviembre,Sorgo grano,4132
2018,Balancán,Norte,Noviembre,Tomate rojo (jitomate),21
2018,Balancán,Norte,Diciembre,Caña de azucar,56
2018,Balancán,Norte,Diciembre,Chile verde,99.5
2018,Balancán,Norte,Diciembre,Frijol,376
2018,Balancán,Norte,Diciembre,Maíz grano,19231
2018,Balancán,Norte,Diciembre,Naranja,10
2018,Balancán,Norte,Diciembre,Papaya,154
2018,Balancán,Norte,Diciembre,Sandía,722
2018,Balancán,Norte,Diciembre,Sorgo grano,4132
2018,Balancán,Norte,Diciembre,Tomate rojo (jitomate),21
2018,Emiliano Zapata,Norte,Enero,Chile verde,41.5
2018,Emiliano Zapata,Norte,Enero,Frijol,152
2018,Emiliano Zapata,Norte,Enero,Limón,9
2018,Emiliano Zapata,Norte,Enero,Maíz grano,1045
2018,Emiliano Zapata,Norte,Enero,Naranja,6
2018,Emiliano Zapata,Norte,Enero,Sandía,15
2018,Emiliano Zapata,Norte,Enero,Sorgo grano,148
2018,Emiliano Zapata,Norte,Enero,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Norte,Febrero,Chile verde,50.5
2018,Emiliano Zapata,Norte,Febrero,Frijol,152
2018,Emiliano Zapata,Norte,Febrero,Limón,9
2018,Emiliano Zapata,Norte,Febrero,Maíz grano,1340
2018,Emiliano Zapata,Norte,Febrero,Naranja,6
2018,Emiliano Zapata,Norte,Febrero,Sandía,32
2018,Emiliano Zapata,Norte,Febrero,Sorgo grano,323
2018,Emiliano Zapata,Norte,Febrero,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Seca,Marzo,Chile verde,50.5
2018,Emiliano Zapata,Seca,Marzo,Frijol,152
2018,Emiliano Zapata,Seca,Marzo,Limón,9
2018,Emiliano Zapata,Seca,Marzo,Maíz grano,1340
2018,Emiliano Zapata,Seca,Marzo,Naranja,6
2018,Emiliano Zapata,Seca,Marzo,Sandía,32
2018,Emiliano Zapata,Seca,Marzo,Sorgo grano,323
2018,Emiliano Zapata,Seca,Marzo,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Seca,Abril,Chile verde,50.5
2018,Emiliano Zapata,Seca,Abril,Frijol,152
2018,Emiliano Zapata,Seca,Abril,Limón,9
2018,Emiliano Zapata,Seca,Abril,Maíz grano,1340
2018,Emiliano Zapata,Seca,Abril,Naranja,6
2018,Emiliano Zapata,Seca,Abril,Sandía,32
2018,Emiliano Zapata,Seca,Abril,Sorgo grano,323
2018,Emiliano Zapata,Seca,Abril,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Seca,Mayo,Arroz palay,880
2018,Emiliano Zapata,Seca,Mayo,Chile verde,50.5
2018,Emiliano Zapata,Seca,Mayo,Frijol,152
2018,Emiliano Zapata,Seca,Mayo,Limón,9
2018,Emiliano Zapata,Seca,Mayo,Maíz grano,1461
2018,Emiliano Zapata,Seca,Mayo,Naranja,6
2018,Emiliano Zapata,Seca,Mayo,Sandía,72
2018,Emiliano Zapata,Seca,Mayo,Sorgo grano,323
2018,Emiliano Zapata,Seca,Mayo,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Temporal,Junio,Arroz palay,880
2018,Emiliano Zapata,Temporal,Junio,Chile verde,50.5
2018,Emiliano Zapata,Temporal,Junio,Frijol,152
2018,Emiliano Zapata,Temporal,Junio,Limón,9
2018,Emiliano Zapata,Temporal,Junio,Maíz grano,1461
2018,Emiliano Zapata,Temporal,Junio,Naranja,6
2018,Emiliano Zapata,Temporal,Junio,Sandía,147
2018,Emiliano Zapata,Temporal,Junio,Sorgo grano,348
2018,Emiliano Zapata,Temporal,Junio,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Temporal,Julio,Arroz palay,880
2018,Emiliano Zapata,Temporal,Julio,Chile verde,52.5
2018,Emiliano Zapata,Temporal,Julio,Frijol,152
2018,Emiliano Zapata,Temporal,Julio,Limón,9
2018,Emiliano Zapata,Temporal,Julio,Maíz grano,2357
2018,Emiliano Zapata,Temporal,Julio,Naranja,6
2018,Emiliano Zapata,Temporal,Julio,Sandía,157
2018,Emiliano Zapata,Temporal,Julio,Sorgo grano,351
2018,Emiliano Zapata,Temporal,Julio,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Temporal,Agosto,Arroz palay,880
2018,Emiliano Zapata,Temporal,Agosto,Chile verde,53.5
2018,Emiliano Zapata,Temporal,Agosto,Frijol,152
2018,Emiliano Zapata,Temporal,Agosto,Limón,9
2018,Emiliano Zapata,Temporal,Agosto,Maíz grano,2357
2018,Emiliano Zapata,Temporal,Agosto,Naranja,6
2018,Emiliano Zapata,Temporal,Agosto,Sandía,162
2018,Emiliano Zapata,Temporal,Agosto,Sorgo grano,351
2018,Emiliano Zapata,Temporal,Agosto,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Temporal,Septiembre,Arroz palay,880
2018,Emiliano Zapata,Temporal,Septiembre,Chile verde,53.5
2018,Emiliano Zapata,Temporal,Septiembre,Frijol,152
2018,Emiliano Zapata,Temporal,Septiembre,Limón,9
2018,Emiliano Zapata,Temporal,Septiembre,Maíz grano,2357
2018,Emiliano Zapata,Temporal,Septiembre,Naranja,6
2018,Emiliano Zapata,Temporal,Septiembre,Sandía,162
2018,Emiliano Zapata,Temporal,Septiembre,Sorgo grano,351
2018,Emiliano Zapata,Temporal,Septiembre,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Norte,Octubre,Arroz palay,880
2018,Emiliano Zapata,Norte,Octubre,Chile verde,53.5
2018,Emiliano Zapata,Norte,Octubre,Frijol,152
2018,Emiliano Zapata,Norte,Octubre,Limón,9
2018,Emiliano Zapata,Norte,Octubre,Maíz grano,2357
2018,Emiliano Zapata,Norte,Octubre,Naranja,6
2018,Emiliano Zapata,Norte,Octubre,Sandía,162
2018,Emiliano Zapata,Norte,Octubre,Sorgo grano,351
2018,Emiliano Zapata,Norte,Octubre,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Norte,Noviembre,Arroz palay,880
2018,Emiliano Zapata,Norte,Noviembre,Chile verde,53.5
2018,Emiliano Zapata,Norte,Noviembre,Frijol,152
2018,Emiliano Zapata,Norte,Noviembre,Limón,9
2018,Emiliano Zapata,Norte,Noviembre,Maíz grano,2357
2018,Emiliano Zapata,Norte,Noviembre,Naranja,6
2018,Emiliano Zapata,Norte,Noviembre,Sandía,162
2018,Emiliano Zapata,Norte,Noviembre,Sorgo grano,351
2018,Emiliano Zapata,Norte,Noviembre,Tomate rojo (jitomate),4.5
2018,Emiliano Zapata,Norte,Diciembre,Arroz palay,880
2018,Emiliano Zapata,Norte,Diciembre,Chile verde,53.5
2018,Emiliano Zapata,Norte,Diciembre,Frijol,152
2018,Emiliano Zapata,Norte,Diciembre,Limón,9
2018,Emiliano Zapata,Norte,Diciembre,Maíz grano,2357
2018,Emiliano Zapata,Norte,Diciembre,Naranja,6
2018,Emiliano Zapata,Norte,Diciembre,Sandía,162
2018,Emiliano Zapata,Norte,Diciembre,Sorgo grano,351
2018,Emiliano Zapata,Norte,Diciembre,Tomate rojo (jitomate),4.5
2018,Tenosique,Norte,Enero,Caña de azucar,3370
2018,Tenosique,Norte,Enero,Chile verde,12
2018,Tenosique,Norte,Enero,Frijol,19
2018,Tenosique,Norte,Enero,Maíz grano,1553
2018,Tenosique,Norte,Enero,Mango,65
2018,Tenosique,Norte,Enero,Sandía,10
2018,Tenosique,Norte,Enero,Sorgo grano,0
2018,Tenosique,Norte,Enero,Tomate rojo (jitomate),0
2018,Tenosique,Norte,Febrero,Caña de azucar,3370
2018,Tenosique,Norte,Febrero,Chile verde,14
2018,Tenosique,Norte,Febrero,Frijol,47
2018,Tenosique,Norte,Febrero,Maíz grano,2146
2018,Tenosique,Norte,Febrero,Mango,65
2018,Tenosique,Norte,Febrero,Sandía,10
2018,Tenosique,Norte,Febrero,Sorgo grano,339
2018,Tenosique,Norte,Febrero,Tomate rojo (jitomate),0
2018,Tenosique,Seca,Marzo,Caña de azucar,3370
2018,Tenosique,Seca,Marzo,Chile verde,23
2018,Tenosique,Seca,Marzo,Frijol,53
2018,Tenosique,Seca,Marzo,Maíz grano,2146
2018,Tenosique,Seca,Marzo,Mango,65
2018,Tenosique,Seca,Marzo,Sandía,33
2018,Tenosique,Seca,Marzo,Sorgo grano,339
2018,Tenosique,Seca,Marzo,Tomate rojo (jitomate),5
2018,Tenosique,Seca,Abril,Caña de azucar,3370
2018,Tenosique,Seca,Abril,Chile verde,23
2018,Tenosique,Seca,Abril,Frijol,53
2018,Tenosique,Seca,Abril,Maíz grano,2146
2018,Tenosique,Seca,Abril,Mango,65
2018,Tenosique,Seca,Abril,Sandía,33
2018,Tenosique,Seca,Abril,Sorgo grano,339
2018,Tenosique,Seca,Abril,Tomate rojo (jitomate),5
2018,Tenosique,Seca,Mayo,Caña de azucar,3370
2018,Tenosique,Seca,Mayo,Chile verde,23
2018,Tenosique,Seca,Mayo,Frijol,53
2018,Tenosique,Seca,Mayo,Maíz grano,2666
2018,Tenosique,Seca,Mayo,Mango,65
2018,Tenosique,Seca,Mayo,Sandía,33
2018,Tenosique,Seca,Mayo,Sorgo grano,339
2018,Tenosique,Seca,Mayo,Tomate rojo (jitomate),5
2018,Tenosique,Temporal,Junio,Caña de azucar,3370
2018,Tenosique,Temporal,Junio,Chile verde,23
2018,Tenosique,Temporal,Junio,Frijol,53
2018,Tenosique,Temporal,Junio,Maíz grano,2940
2018,Tenosique,Temporal,Junio,Mango,65
2018,Tenosique,Temporal,Junio,Sandía,33
2018,Tenosique,Temporal,Junio,Sorgo grano,339
2018,Tenosique,Temporal,Junio,Tomate rojo (jitomate),5
2018,Tenosique,Temporal,Julio,Caña de azucar,3370
2018,Tenosique,Temporal,Julio,Chile verde,23
2018,Tenosique,Temporal,Julio,Frijol,53
2018,Tenosique,Temporal,Julio,Maíz grano,4449
2018,Tenosique,Temporal,Julio,Mango,65
2018,Tenosique,Temporal,Julio,Sandía,33
2018,Tenosique,Temporal,Julio,Sorgo grano,339
2018,Tenosique,Temporal,Julio,Tomate rojo (jitomate),5
2018,Tenosique,Temporal,Agosto,Caña de azucar,3370
2018,Tenosique,Temporal,Agosto,Chile verde,23
2018,Tenosique,Temporal,Agosto,Frijol,53
2018,Tenosique,Temporal,Agosto,Maíz grano,6408
2018,Tenosique,Temporal,Agosto,Mango,65
2018,Tenosique,Temporal,Agosto,Sandía,33
2018,Tenosique,Temporal,Agosto,Sorgo grano,339
2018,Tenosique,Temporal,Agosto,Tomate rojo (jitomate),5
2018,Tenosique,Temporal,Septiembre,Caña de azucar,3370
2018,Tenosique,Temporal,Septiembre,Chile verde,23
2018,Tenosique,Temporal,Septiembre,Frijol,53
2018,Tenosique,Temporal,Septiembre,Maíz grano,6408
2018,Tenosique,Temporal,Septiembre,Mango,65
2018,Tenosique,Temporal,Septiembre,Sandía,33
2018,Tenosique,Temporal,Septiembre,Sorgo grano,339
2018,Tenosique,Temporal,Septiembre,Tomate rojo (jitomate),5
2018,Tenosique,Norte,Octubre,Caña de azucar,3370
2018,Tenosique,Norte,Octubre,Chile verde,23
2018,Tenosique,Norte,Octubre,Frijol,53
2018,Tenosique,Norte,Octubre,Maíz grano,6408
2018,Tenosique,Norte,Octubre,Mango,65
2018,Tenosique,Norte,Octubre,Sandía,33
2018,Tenosique,Norte,Octubre,Sorgo grano,339
2018,Tenosique,Norte,Octubre,Tomate rojo (jitomate),5
2018,Tenosique,Norte,Noviembre,Caña de azucar,3370
2018,Tenosique,Norte,Noviembre,Chile verde,23
2018,Tenosique,Norte,Noviembre,Frijol,53
2018,Tenosique,Norte,Noviembre,Maíz grano,6408
2018,Tenosique,Norte,Noviembre,Mango,65
2018,Tenosique,Norte,Noviembre,Sandía,33
2018,Tenosique,Norte,Noviembre,Sorgo grano,339
2018,Tenosique,Norte,Noviembre,Tomate rojo (jitomate),5
2018,Tenosique,Norte,Diciembre,Caña de azucar,3370
2018,Tenosique,Norte,Diciembre,Chile verde,23
2018,Tenosique,Norte,Diciembre,Frijol,53
2018,Tenosique,Norte,Diciembre,Maíz grano,6408
2018,Tenosique,Norte,Diciembre,Mango,65
2018,Tenosique,Norte,Diciembre,Sandía,33
2018,Tenosique,Norte,Diciembre,Sorgo grano,339
2018,Tenosique,Norte,Diciembre,Tomate rojo (jitomate),5
2019,Jonuta,Norte,Enero,Chile verde,23
2019,Jonuta,Norte,Enero,Frijol,32
2019,Jonuta,Norte,Enero,Limón,5
2019,Jonuta,Norte,Enero,Maíz grano,1980
2019,Jonuta,Norte,Enero,Mango,10
2019,Jonuta,Norte,Enero,Sorgo grano,0
2019,Jonuta,Norte,Enero,Tomate rojo (jitomate),0
2019,Jonuta,Norte,Febrero,Chile verde,65
2019,Jonuta,Norte,Febrero,Frijol,113
2019,Jonuta,Norte,Febrero,Limón,5
2019,Jonuta,Norte,Febrero,Maíz grano,2020
2019,Jonuta,Norte,Febrero,Mango,10
2019,Jonuta,Norte,Febrero,Sorgo grano,0
2019,Jonuta,Norte,Febrero,Tomate rojo (jitomate),11
2019,Jonuta,Seca,Marzo,Chile verde,97
2019,Jonuta,Seca,Marzo,Frijol,156
2019,Jonuta,Seca,Marzo,Limón,5
2019,Jonuta,Seca,Marzo,Maíz grano,2703
2019,Jonuta,Seca,Marzo,Mango,10
2019,Jonuta,Seca,Marzo,Sorgo grano,0
2019,Jonuta,Seca,Marzo,Tomate rojo (jitomate),14
2019,Jonuta,Seca,Abril,Chile verde,97
2019,Jonuta,Seca,Abril,Frijol,156
2019,Jonuta,Seca,Abril,Limón,5
2019,Jonuta,Seca,Abril,Maíz grano,2703
2019,Jonuta,Seca,Abril,Mango,10
2019,Jonuta,Seca,Abril,Tomate rojo (jitomate),14
2019,Jonuta,Seca,Mayo,Chile verde,97
2019,Jonuta,Seca,Mayo,Frijol,156
2019,Jonuta,Seca,Mayo,Limón,5
2019,Jonuta,Seca,Mayo,Maíz grano,2703
2019,Jonuta,Seca,Mayo,Mango,10
2019,Jonuta,Seca,Mayo,Tomate rojo (jitomate),14
2019,Jonuta,Temporal,Junio,Chile verde,148
2019,Jonuta,Temporal,Junio,Frijol,156
2019,Jonuta,Temporal,Junio,Limón,5
2019,Jonuta,Temporal,Junio,Maíz grano,3249
2019,Jonuta,Temporal,Junio,Mango,10
2019,Jonuta,Temporal,Junio,Tomate rojo (jitomate),14
2019,Jonuta,Temporal,Julio,Chile verde,148
2019,Jonuta,Temporal,Julio,Frijol,156
2019,Jonuta,Temporal,Julio,Limón,5
2019,Jonuta,Temporal,Julio,Maíz grano,5305
2019,Jonuta,Temporal,Julio,Mango,10
2019,Jonuta,Temporal,Julio,Tomate rojo (jitomate),14
2019,Jonuta,Temporal,Agosto,Chile verde,203
2019,Jonuta,Temporal,Agosto,Frijol,156
2019,Jonuta,Temporal,Agosto,Limón,5
2019,Jonuta,Temporal,Agosto,Maíz grano,5515
2019,Jonuta,Temporal,Agosto,Mango,10
2019,Jonuta,Temporal,Agosto,Tomate rojo (jitomate),14
2019,Jonuta,Temporal,Septiembre,Chile verde,203
2019,Jonuta,Temporal,Septiembre,Frijol,156
2019,Jonuta,Temporal,Septiembre,Limón,5
2019,Jonuta,Temporal,Septiembre,Maíz grano,5515
2019,Jonuta,Temporal,Septiembre,Mango,10
2019,Jonuta,Temporal,Septiembre,Tomate rojo (jitomate),14
2019,Jonuta,Norte,Octubre,Chile verde,203
2019,Jonuta,Norte,Octubre,Frijol,156
2019,Jonuta,Norte,Octubre,Limón,5
2019,Jonuta,Norte,Octubre,Maíz grano,5515
2019,Jonuta,Norte,Octubre,Mango,10
2019,Jonuta,Norte,Octubre,Tomate rojo (jitomate),14
2019,Jonuta,Norte,Noviembre,Chile verde,203
2019,Jonuta,Norte,Noviembre,Frijol,156
2019,Jonuta,Norte,Noviembre,Limón,5
2019,Jonuta,Norte,Noviembre,Maíz grano,5515
2019,Jonuta,Norte,Noviembre,Mango,10
2019,Jonuta,Norte,Noviembre,Tomate rojo (jitomate),14
2019,Jonuta,Norte,Diciembre,Chile verde,203
2019,Jonuta,Norte,Diciembre,Frijol,156
2019,Jonuta,Norte,Diciembre,Limón,5
2019,Jonuta,Norte,Diciembre,Maíz grano,5515
2019,Jonuta,Norte,Diciembre,Mango,10
2019,Jonuta,Norte,Diciembre,Tomate rojo (jitomate),14
2019,Balancán,Norte,Enero,Caña de azucar,60
2019,Balancán,Norte,Enero,Chile verde,19
2019,Balancán,Norte,Enero,Frijol,84
2019,Balancán,Norte,Enero,Maíz grano,4886.5
2019,Balancán,Norte,Enero,Naranja,10
2019,Balancán,Norte,Enero,Papaya,125
2019,Balancán,Norte,Enero,Sandía,229
2019,Balancán,Norte,Enero,Sorgo grano,250
2019,Balancán,Norte,Enero,Tomate rojo (jitomate),7
2019,Balancán,Norte,Febrero,Caña de azucar,60
2019,Balancán,Norte,Febrero,Chile verde,82
2019,Balancán,Norte,Febrero,Frijol,270.5
2019,Balancán,Norte,Febrero,Maíz grano,7614
2019,Balancán,Norte,Febrero,Naranja,10
2019,Balancán,Norte,Febrero,Papaya,125
2019,Balancán,Norte,Febrero,Sandía,395
2019,Balancán,Norte,Febrero,Sorgo grano,3003
2019,Balancán,Norte,Febrero,Tomate rojo (jitomate),14
2019,Balancán,Seca,Marzo,Caña de azucar,60
2019,Balancán,Seca,Marzo,Chile verde,90
2019,Balancán,Seca,Marzo,Frijol,375.5
2019,Balancán,Seca,Marzo,Maíz grano,7926
2019,Balancán,Seca,Marzo,Naranja,10
2019,Balancán,Seca,Marzo,Papaya,125
2019,Balancán,Seca,Marzo,Sandía,395
2019,Balancán,Seca,Marzo,Sorgo grano,3872
2019,Balancán,Seca,Marzo,Tomate rojo (jitomate),14
2019,Balancán,Seca,Abril,Caña de azucar,60
2019,Balancán,Seca,Abril,Chile verde,90
2019,Balancán,Seca,Abril,Frijol,375.5
2019,Balancán,Seca,Abril,Maíz grano,7926
2019,Balancán,Seca,Abril,Naranja,10
2019,Balancán,Seca,Abril,Papaya,125
2019,Balancán,Seca,Abril,Sandía,395
2019,Balancán,Seca,Abril,Sorgo grano,3872
2019,Balancán,Seca,Abril,Tomate rojo (jitomate),14
2019,Balancán,Seca,Mayo,Caña de azucar,60
2019,Balancán,Seca,Mayo,Chile verde,90
2019,Balancán,Seca,Mayo,Frijol,375.5
2019,Balancán,Seca,Mayo,Maíz grano,7958
2019,Balancán,Seca,Mayo,Naranja,10
2019,Balancán,Seca,Mayo,Papaya,125
2019,Balancán,Seca,Mayo,Sandía,395
2019,Balancán,Seca,Mayo,Sorgo grano,3872
2019,Balancán,Seca,Mayo,Tomate rojo (jitomate),14
2019,Balancán,Temporal,Junio,Caña de azucar,60
2019,Balancán,Temporal,Junio,Chile verde,99
2019,Balancán,Temporal,Junio,Frijol,375.5
2019,Balancán,Temporal,Junio,Maíz grano,11883
2019,Balancán,Temporal,Junio,Naranja,10
2019,Balancán,Temporal,Junio,Papaya,125
2019,Balancán,Temporal,Junio,Sandía,425
2019,Balancán,Temporal,Junio,Sorgo grano,3872
2019,Balancán,Temporal,Junio,Tomate rojo (jitomate),18
2019,Balancán,Temporal,Julio,Caña de azucar,60
2019,Balancán,Temporal,Julio,Chile verde,104
2019,Balancán,Temporal,Julio,Frijol,375.5
2019,Balancán,Temporal,Julio,Maíz grano,17414
2019,Balancán,Temporal,Julio,Naranja,10
2019,Balancán,Temporal,Julio,Papaya,125
2019,Balancán,Temporal,Julio,Sandía,504
2019,Balancán,Temporal,Julio,Sorgo grano,3934
2019,Balancán,Temporal,Julio,Tomate rojo (jitomate),19
2019,Balancán,Temporal,Agosto,Caña de azucar,60
2019,Balancán,Temporal,Agosto,Chile verde,108
2019,Balancán,Temporal,Agosto,Frijol,375.5
2019,Balancán,Temporal,Agosto,Maíz grano,19283
2019,Balancán,Temporal,Agosto,Naranja,10
2019,Balancán,Temporal,Agosto,Papaya,125
2019,Balancán,Temporal,Agosto,Sandía,598
2019,Balancán,Temporal,Agosto,Sorgo grano,5478
2019,Balancán,Temporal,Agosto,Tomate rojo (jitomate),19
2019,Balancán,Temporal,Septiembre,Caña de azucar,60
2019,Balancán,Temporal,Septiembre,Chile verde,108
2019,Balancán,Temporal,Septiembre,Frijol,375.5
2019,Balancán,Temporal,Septiembre,Maíz grano,19283
2019,Balancán,Temporal,Septiembre,Naranja,10
2019,Balancán,Temporal,Septiembre,Papaya,125
2019,Balancán,Temporal,Septiembre,Sandía,598
2019,Balancán,Temporal,Septiembre,Sorgo grano,5478
2019,Balancán,Temporal,Septiembre,Tomate rojo (jitomate),19
2019,Balancán,Norte,Octubre,Caña de azucar,60
2019,Balancán,Norte,Octubre,Chile verde,108
2019,Balancán,Norte,Octubre,Frijol,375.5
2019,Balancán,Norte,Octubre,Maíz grano,19283
2019,Balancán,Norte,Octubre,Naranja,10
2019,Balancán,Norte,Octubre,Papaya,125
2019,Balancán,Norte,Octubre,Sandía,598
2019,Balancán,Norte,Octubre,Sorgo grano,5478
2019,Balancán,Norte,Octubre,Tomate rojo (jitomate),19
2019,Balancán,Norte,Noviembre,Caña de azucar,60
2019,Balancán,Norte,Noviembre,Chile verde,108
2019,Balancán,Norte,Noviembre,Frijol,375.5
2019,Balancán,Norte,Noviembre,Maíz grano,19283
2019,Balancán,Norte,Noviembre,Naranja,10
2019,Balancán,Norte,Noviembre,Papaya,125
2019,Balancán,Norte,Noviembre,Sandía,598
2019,Balancán,Norte,Noviembre,Sorgo grano,5478
2019,Balancán,Norte,Noviembre,Tomate rojo (jitomate),19
2019,Balancán,Norte,Diciembre,Caña de azucar,60
2019,Balancán,Norte,Diciembre,Chile verde,108
2019,Balancán,Norte,Diciembre,Frijol,375.5
2019,Balancán,Norte,Diciembre,Maíz grano,19283
2019,Balancán,Norte,Diciembre,Naranja,10
2019,Balancán,Norte,Diciembre,Papaya,125
2019,Balancán,Norte,Diciembre,Sandía,598
2019,Balancán,Norte,Diciembre,Sorgo grano,5478
2019,Balancán,Norte,Diciembre,Tomate rojo (jitomate),19
2019,Emiliano Zapata,Norte,Enero,Arroz palay,0
2019,Emiliano Zapata,Norte,Enero,Chile verde,27
2019,Emiliano Zapata,Norte,Enero,Frijol,122
2019,Emiliano Zapata,Norte,Enero,Limón,9
2019,Emiliano Zapata,Norte,Enero,Maíz grano,1160
2019,Emiliano Zapata,Norte,Enero,Naranja,6
2019,Emiliano Zapata,Norte,Enero,Sandía,10
2019,Emiliano Zapata,Norte,Enero,Sorgo grano,351
2019,Emiliano Zapata,Norte,Enero,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Norte,Febrero,Arroz palay,0
2019,Emiliano Zapata,Norte,Febrero,Chile verde,27
2019,Emiliano Zapata,Norte,Febrero,Frijol,145
2019,Emiliano Zapata,Norte,Febrero,Limón,9
2019,Emiliano Zapata,Norte,Febrero,Maíz grano,1310
2019,Emiliano Zapata,Norte,Febrero,Naranja,6
2019,Emiliano Zapata,Norte,Febrero,Sandía,20
2019,Emiliano Zapata,Norte,Febrero,Sorgo grano,95
2019,Emiliano Zapata,Norte,Febrero,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Seca,Marzo,Arroz palay,0
2019,Emiliano Zapata,Seca,Marzo,Chile verde,27
2019,Emiliano Zapata,Seca,Marzo,Frijol,145
2019,Emiliano Zapata,Seca,Marzo,Limón,9
2019,Emiliano Zapata,Seca,Marzo,Maíz grano,1370
2019,Emiliano Zapata,Seca,Marzo,Naranja,6
2019,Emiliano Zapata,Seca,Marzo,Sandía,27
2019,Emiliano Zapata,Seca,Marzo,Sorgo grano,95
2019,Emiliano Zapata,Seca,Marzo,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Seca,Abril,Chile verde,27
2019,Emiliano Zapata,Seca,Abril,Frijol,145
2019,Emiliano Zapata,Seca,Abril,Limón,9
2019,Emiliano Zapata,Seca,Abril,Maíz grano,1370
2019,Emiliano Zapata,Seca,Abril,Naranja,6
